1	1
1	1277
1	1820
1	2000
1	9030
1	10824
1	10867
1	11287
1	20628
1	23313
1	23364
1	26137
1	26220
2	8
2	125
2	132
2	190
2	200
2	762
2	776
2	4929
2	4946
2	7373
2	11194
2	15928
2	19737
2	25852
2	25862
2	26067
2	26110
2	26114
2	26121
2	26394
2	26479
2	26523
2	26604
3	9
3	25853
3	25863
3	26066
3	26109
3	26122
3	26395
3	26480
3	26524
4	9
4	1928
4	1929
4	2071
4	2358
4	2775
4	5281
4	6791
4	6794
4	7131
4	7876
4	8019
4	8189
4	8355
4	8744
4	12175
4	13849
4	14710
4	15452
4	15586
4	15628
4	16331
4	16337
4	16339
4	16464
4	16757
4	16760
4	16777
4	17007
4	17008
4	19198
4	21023
4	21025
4	21584
4	25853
4	25863
4	26073
4	26122
4	26395
5	9
5	25853
5	25863
5	26066
5	26109
5	26122
5	26395
5	26480
5	26524
6	9
6	25853
6	25863
6	26122
6	26395
6	26480
6	26524
7	9
7	25853
7	25863
7	26066
7	26109
7	26122
7	26395
7	26480
7	26524
8	9
8	25853
8	25863
8	26066
8	26109
8	26122
8	26395
8	26480
8	26524
9	11
9	783
9	1238
9	1350
9	1826
9	3355
9	9034
9	10787
9	10829
9	11250
9	20478
9	20634
9	21736
9	23272
9	23321
9	26143
9	26179
10	11
10	60
10	137
10	241
10	303
10	647
10	783
10	1238
10	1350
10	1463
10	1498
10	1629
10	1731
10	1772
10	1826
10	1973
10	2413
10	2511
10	3355
10	3685
10	3748
10	3807
10	4598
10	4647
10	4682
10	4777
10	4992
10	5408
10	5499
10	5598
10	5660
10	5788
10	5882
10	5958
10	6228
10	6339
10	6435
10	7779
10	8599
10	9034
10	9240
10	9366
10	9491
10	9718
10	9923
10	10394
10	10787
10	10829
10	11250
10	12431
10	13538
10	14029
10	14396
10	14704
10	15158
10	15190
10	15818
10	17437
10	17494
10	17573
10	17640
10	19679
10	20478
10	20634
10	21041
10	21167
10	21172
10	21223
10	21276
10	21432
10	21485
10	21615
10	21685
10	21736
10	21766
10	23272
10	23321
10	23975
10	24636
10	26143
10	26179
10	26278
11	12
11	387
11	423
11	430
11	590
11	593
11	607
11	626
11	727
11	735
11	784
11	976
11	1073
11	1239
11	1492
11	1539
11	1556
11	1574
11	1654
11	1755
11	1802
11	1827
11	1872
11	2071
11	2073
11	2076
11	2087
11	2109
11	2111
11	2120
11	2124
11	2178
11	2243
11	2258
11	2264
11	2282
11	2294
11	2308
11	2314
11	2344
11	2396
11	2483
11	2584
11	2702
11	2718
11	2758
11	2891
11	2945
11	2948
11	3015
11	3048
11	3058
11	3061
11	3128
11	3219
11	3375
11	3561
11	3562
11	3587
11	3781
11	3929
11	3980
11	4185
11	4383
11	4398
11	4403
11	4481
11	4530
11	4593
11	4868
11	4890
11	4971
11	5013
11	5023
11	5147
11	5228
11	5289
11	5295
11	5379
11	5478
11	5690
11	5728
11	5739
11	5740
11	5828
11	5830
11	5860
11	5861
11	6008
11	6025
11	6035
11	6036
11	6186
11	6389
11	6551
11	6725
11	6731
11	6733
11	6735
11	6747
11	6748
11	6810
11	6847
11	7048
11	7068
11	7103
11	7338
11	7351
11	7388
11	7402
11	7403
11	7447
11	7469
11	7552
11	7581
11	7588
11	7589
11	7638
11	7699
11	7763
11	7826
11	8064
11	8245
11	8411
11	8624
11	8748
11	8752
11	8753
11	8840
11	8850
11	8908
11	8985
11	9035
11	9109
11	9139
11	9199
11	9332
11	9398
11	9562
11	9596
11	9849
11	9853
11	9985
11	10308
11	10322
11	10330
11	10377
11	10383
11	10533
11	10585
11	10685
11	10789
11	10830
11	10946
11	10995
11	10997
11	11000
11	11017
11	11119
11	11182
11	11204
11	11216
11	11251
11	11330
11	11342
11	11344
11	11385
11	11397
11	11399
11	11436
11	11448
11	11450
11	11486
11	11498
11	11500
11	11540
11	11551
11	11553
11	11586
11	11590
11	11598
11	11601
11	11605
11	11609
11	11751
11	11862
11	11868
11	11871
11	11885
11	11957
11	11970
11	11972
11	12007
11	12019
11	12036
11	12040
11	12091
11	12104
11	12150
11	12242
11	12243
11	12253
11	12366
11	12382
11	12397
11	12455
11	12485
11	12488
11	12499
11	12526
11	12528
11	12543
11	12547
11	12585
11	12595
11	12682
11	12698
11	12708
11	12751
11	12821
11	12826
11	12831
11	12842
11	12844
11	12849
11	12854
11	12907
11	12990
11	13033
11	13036
11	13089
11	13124
11	13170
11	13240
11	13306
11	13374
11	13396
11	13411
11	13446
11	13464
11	13599
11	13605
11	13620
11	13630
11	13637
11	13698
11	13789
11	13805
11	13809
11	13845
11	13856
11	13973
11	14393
11	14474
11	14482
11	14650
11	14676
11	14680
11	14815
11	14951
11	14976
11	14993
11	15109
11	15132
11	15219
11	15270
11	15354
11	15373
11	15376
11	15542
11	15556
11	15559
11	15565
11	15626
11	15766
11	15792
11	15879
11	16089
11	16168
11	16339
11	16454
11	16531
11	16634
11	16635
11	16639
11	16646
11	16653
11	16677
11	16678
11	16819
11	16871
11	16938
11	16943
11	16946
11	16950
11	16969
11	16971
11	17019
11	17177
11	17489
11	17547
11	17567
11	17634
11	17707
11	17846
11	17917
11	18072
11	18144
11	18226
11	18513
11	18572
11	18574
11	18577
11	18599
11	18709
11	18721
11	18799
11	18801
11	18805
11	18831
11	18891
11	18953
11	18959
11	18973
11	18983
11	18990
11	19050
11	19139
11	19155
11	19159
11	19194
11	19204
11	19215
11	19218
11	19219
11	19249
11	19251
11	19256
11	19269
11	19290
11	19310
11	19359
11	19372
11	19448
11	19539
11	19549
11	19593
11	19645
11	19788
11	19790
11	19820
11	19838
11	19942
11	19944
11	20477
11	20527
11	20538
11	20635
11	20732
11	20879
11	20948
11	20955
11	20960
11	20963
11	20982
11	20984
11	21038
11	21059
11	21191
11	21242
11	21295
11	21451
11	21504
11	21602
11	21639
11	21673
11	21837
11	21872
11	22117
11	22121
11	22323
11	22329
11	22420
11	22426
11	22499
11	22502
11	22586
11	22589
11	22791
11	22797
11	22907
11	23201
11	23214
11	23221
11	23267
11	23273
11	23322
11	23549
11	23555
11	23571
11	23583
11	23594
11	23643
11	23732
11	23747
11	23750
11	23798
11	23883
11	24218
11	24289
11	24322
11	24356
11	24358
11	24370
11	24393
11	24395
11	24405
11	24410
11	24449
11	24462
11	24543
11	24560
11	24571
11	24619
11	24645
11	24647
11	24660
11	24715
11	24744
11	24841
11	25088
11	25146
11	25329
11	25720
11	25769
11	25852
11	25862
11	25864
11	26055
11	26090
11	26114
11	26121
